Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10
PG,Curtin University,Perth,Professional Accounting,School of Accounting,"31,000", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-diploma-in-professional-accounting--gd-prfaccv1&index_url=http%3A%2F%2Fcourse-pg-graduate-diploma-in-professional-accounting--gd-prfaccv1&auth=Uk3P0DN3wb8901JH021L9A&profile=_default&rank=15&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Accountant, Auditor, Corporate treasurer, Finance manager",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Marketing,School of Marketing,"30,000", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-diploma-in-marketing--gd-mktgv1&index_url=http%3A%2F%2Fcourse-pg-graduate-diploma-in-marketing--gd-mktgv1&auth=SUkpnJoUXd7Ysh27zBr34g&profile=_default&rank=16&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Advertising professional, Media buyer, Media producer, Marketing specialist, Public relations professional",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Supply Chain Management,School of Management,"15,000", ,AUD,Year,6 months full-time,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-supply-chain-management--gc-supcmgv1&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-supply-chain-management--gc-supcmgv1&auth=XXMtxGu0DqIVXrirTulE8A&profile=_default&rank=17&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Commodities manager, Logistics manager, Supply chain planner, Strategic sourcing manager",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,"Mineral and Energy Economics, Business Administration","Faculty of Business and Law, WASM: Minerals, Energy and Chemical Engineering (WASM-MECE)","74,400", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-science-minerals-and-energy-economics-master-of-business-administration--mm-mecbadv2&index_url=http%3A%2F%2Fcourse-pg-master-of-science-minerals-and-energy-economics-master-of-business-administration--mm-mecbadv2&auth=6kBRihB1BfpC4BXss8ND9A&profile=_default&rank=18&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Business Administration,Faculty of Business and Law,"54,100", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-business-administration--mc-busadmv4&index_url=http%3A%2F%2Fcourse-pg-master-of-business-administration--mc-busadmv4&auth=TCzNVMdTtC77WtGmufbpWg&profile=_default&rank=19&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"CEO, Chief financial officer, Chief marketing officer, Chief information officer, Corporate services manager, Entrepreneur, Finance manager, General manager, Management consultant, Managing director, Policy and planning manager, Project manager",Australia,Yes,Yes,,Yes,Yes,"Specifically, for entry into the MBA applicants require a bachelor degree from a recognised tertiary institution and at least five years work experience, at least three years of which must be at a managerial, supervisory and/or senior professional level.",,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Information Systems and Technology,School of Management,"45,000", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-information-systems-and-technology--mc-isysv2&index_url=http%3A%2F%2Fcourse-pg-master-of-information-systems-and-technology--mc-isysv2&auth=7G%2Ba68hfhw8UXqZkm0AHrA&profile=_default&rank=20&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,You will be well-placed to seek employment in management and leadership roles within private and public organisations employing information systems in a management context.  Such career roles include that of Senior System Analyst.,Australia,Yes,Yes,,Yes,Yes,"A bachelor degree or Graduate Certificate in Information Systems and Technology, or a bachelor degree in any discipline and at least five years' of substantial work experience in Information Systems and Technology. Applicants must also meet Curtin's English language proficiency requirements.",,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Professional Accounting,School of Accounting,"60,000", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-professional-accounting-major-mcom--mjrp-prfacv1&index_url=http%3A%2F%2Fcourse-pg-professional-accounting-major-mcom--mjrp-prfacv1&auth=iT7Nz7wxUK%2Br1EXhUGsYyQ&profile=_default&rank=21&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Accountant, Auditor, Corporate treasurer, Finance manager",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,ACCT5013 (v.1) Intermediate Financial Accounting,FNCE5008 (v.1) Financial Principles and Analysis,BLAW5016 (v.1) Fundamentals of Business and Corporations Law,ACCT5000 (v.1) Intermediate Management Accounting,TAXA5001 (v.1) Fundamentals of Australian Tax Law,ECON5012 (v.2) Global Managerial Economics,ACCT5008 (v.2) Fundamentals of Data Analytics in Accounting,ACCT5014 (v.1) Intermediate Corporate Accounting,"STRP-CPAEX v.1
				
				CPA Australia Extension Stream (MCom)","STRP-ACCFD v.1
				
				Accounting Foundation Stream (MCom)","Accounting, its framework and the business environment. Recording business transactions. Balance day adjustments. Completing the accounting cycle. Retail operations. Retail inventory. Accounting information systems. Internal controls. Receivables and payables (excluding payroll). Non-current assets and income tax financial reporting issues.",This unit covers the monetary decisions that business make and the financial tools and analyses used to make these decisions.,"This unit introduces the Australian Legal System and then focuses on fundamental legal rules and regulations relating to Contract Law and Corporations Law. The unit covers basic principles of Contract Law with particular reference to business entities including the nature and legal consequences of contract, formation of contract, terms of a contract and capacity of parties; misleading conduct in contracts; discharge of contract and remedies for breach of contract. The unit will also examine business structures and provide an overview of basic Corporations Law including the formation of companies under Australian law and consequences of incorporation; company internal rules; management and contracting; corporate governance including membership, meetings and directors duties, members remedies, accounts and financial reporting and audit; and external administration of companies.","This unit covers introduction and cost terms. It includes job order costing, new costing methods, cost behaviour and planning. It also covers special decision making issues, the budgeting process, cost performance and reviews. Students will cover areas of responsibility accounting and transfer pricing, financial performance measures and multidimensional performance measures.","This unit deals with foundation principles of income tax laws as they apply to individuals and entities including partnerships, companies and trusts, as well as capital gains tax and an introduction to the goods and services tax.","This unit covers the key economic principles in both microeconomics and macroeconomics in an international context with an analysis of prices and markets, performance of the whole economy, economic policy and the global economic activity.   
Emphasis is placed on the application of economic theory to real world events.","This unit introduces students to fundamental concepts of data and business analytics in the accounting context. On completion of this unit, students will be able to understand the concept of big data, data mining and data visualisation. Students will examine various topics in business analytics such as descriptive summary measures, probability, probability distributions, sampling and sampling distribution with reference to accounting knowledge. Students will also investigate the topics of estimation and hypothesis testing for a single and two accounting populations. Additional techniques of business analytics such as analysis of variance (ANOVA) and chi-square tests are also introduced in the unit. Students will analyse the relationship among accounting variables with linear regression techniques.","This unit will examine a number of accounting issues relating to: accounting for share capital, debts and reserves; income taxes; presentation of financial statements and other disclosure requirements; cash flow statement; business combinations; group accounts; financial accounting theory and regulation and reporting environment. The unit requires both a theoretical and practical understanding of issues.",,
PG,Curtin University,Perth,Digital Technologies and Data Management Major,School of Accounting,"46,300", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-digital-technologies-and-data-management-major-m-acctng--mjrp-dtcdmv1&index_url=http%3A%2F%2Fcourse-pg-digital-technologies-and-data-management-major-m-acctng--mjrp-dtcdmv1&auth=4oz%2BiZFtpA45Hw688eJpGg&profile=_default&rank=22&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Accountant, Auditor, Corporate treasurer, Finance manager",Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different.",ISYS5001 (v.1) Business Project Management,MKTG5004 (v.1) Business Research Methods,ISYS5000 (v.1) Designing Database Systems,ISYS5002 (v.1) Introduction to Programming,ISYS6003 (v.1) Business Enterprise Systems,ISYS5007 (v.1) Data Management,ISYS5005 (v.1) Information Security Management,MKTG6018 (v.1) Work Based Learning,ACCT5003 (v.1) Accounting Research Project 1,,"This unit provides a framework for project management, its context and processes. Students will study a range of topic areas including management of scope, time, cost, quality, communications and risk, as applied to business projects; team development; cost estimation techniques and tools; risk management; project resourcing, team member responsibility, accountability, and autonomy; Project management standards; accreditation and professional certification. Students will also learn and utilise contemporary project management software packages in the unit.","This unit provides an introduction to research. It explores alternative research paradigms and philosophies. It develops skills in quantitative, qualitative and mixed methods research for business problems. The unit will assist the student to develop their critical thinking, decision making capabilities and skills in communicating solutions to business problems.","Principles of relational database modelling and design, including creation of a relational model from a conceptual entity relationship model, normalisation, integrity of data and databases, design and definition of database structures, tables, fields, indexes, sets and views, and use of structured query language SQL as a database interface language.","This unit covers problem analysis, algorithm development, simple design techniques, object-oriented programming, and data types. Students will become familiar with programming control structures, classes and objects. The unit will also cover Graphical user interface (GUI) programming, and the study of a contemporary programming language.",Enterprise resource planning (ERP) systems; business functions and business processes. Modules and components of a typical commercial ERP system and their functions.  A team based approach to integrating data and information systems across the enterprise.,"This unit presents data-driven approaches for making informed business decisions using a case-study approach. The unit explores information systems, software and technologies that support the acquisition, organisation, management and use of the data in small and medium enterprises and in multiple business domains. Topics include data validation, governance, control and quality. There will be development of skills, techniques, software and technologies to efficiently search and sort business information and to combine and clean data arising from one or more disparate data sources. Ethical issues in data management related to information privacy and data ownership will be considered. Students will explore the role of data in research to address current and future business needs.",,"This unit provides an opportunity to engage with an industry partner. Undertake an internship or business project with an approved organisation. Develop knowledge, skills and attributes that enhance employability.",This unit will be an individual accounting research project looking at industry and company performance which will result in a financial analysis of a company.,
PG,Curtin University,Perth,CPA Australia Extension,School of Accounting, , ,AUD,Year, ,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-cpa-australia-extension-stream-mcom--strp-cpaexv1&index_url=http%3A%2F%2Fcourse-pg-cpa-australia-extension-stream-mcom--strp-cpaexv1&auth=5tN29ymHx0%2F4EVTmvaMN%2Bg&profile=_default&rank=23&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Accountant, Auditor, Corporate treasurer, Finance manager",Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different.",ACCT5030 (v.1) CPA Financial Accounting,ACCT5017 (v.1) CPA Strategic Management Accounting,ACCT5029 (v.1) CPA Ethics and Governance,MKTG5004 (v.1) Business Research Methods,ACCT5003 (v.1) Accounting Research Project 1,ACCT5022 (v.1) CPA Accounting Capstone,ACCT5016 (v.1) CPA Advanced Audit and Assurance,ACCT5011 (v.2) Accounting Systems in the Digital Age,ACCT5015 (v.2) Applied Corporate Governance and Auditing,ACCT5019 (v.2) Contemporary Accounting Issues,"An exploration of the role of the accountant as financial analyst and adviser through the assessment of financial performance and position of entities, and the accountant's role in assessing and advising on the implications of accounting regulation on corporate reporting including current developments and their implications for financial reporting.",This unit explores the strategic role of management accounting as a discipline for planning and controlling performance. This will include: 1) strategic and corporate social responsibility-related performance measurement and control systems; 2) value-chain analysis at the industry level; and 3) project management from selection to completion.,"A major objective of this unit is to apply relevant knowledge, skills and exercise professional judgement in carrying out the role of the accountant relating to corporate governance issues facing organisations within the context of an overall ethical framework.","This unit provides an introduction to research. It explores alternative research paradigms and philosophies. It develops skills in quantitative, qualitative and mixed methods research for business problems. The unit will assist the student to develop their critical thinking, decision making capabilities and skills in communicating solutions to business problems.",This unit will be an individual accounting research project looking at industry and company performance which will result in a financial analysis of a company.,Accountants exist in all types of organisations and use a variety of technical information to make decisions for the future of their organisation. The aim of this unit is to link the knowledge of managerial and financial accounting to the concepts of strategy and leadership.,"This unit provides a body of knowledge for students to understand the nature and diversity of audit and assurance engagements. This would include: 1) the assurance services framework, general audit principles and auditor responsibilities; 2) understanding the entity, assessing risk and responding to assessed risk; 3)undertaking an audit of financial statements; 4) audit conclusions and reporting requirements; 5) auditors responsibilities relating to fraud and the going concern assumption; and 6) performance audits and other assurance services inclusive of internal auditing.","To prepare students to work as professional accountants in an information technology (IT) environment, this unit covers the IT knowledge and competency requirements for accountants that are specified by the International Federation of Accountants (IFAC).","Various Audit assignments, including an audit of financial statements, audit related services, and other assurance assignments, as well as the reporting of these assignments; current issues and developments relating to the provision of audit related and assurance services.","This unit will examine  current developments in financial accounting regulatory framework in Australia and across the globe, and analyse the nature of selected emerging issues in financial accounting at an advanced level."
PG,Curtin University,Perth,Digital Marketing,School of Marketing,"15,000", ,AUD,Year,6 months full-time,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-digital-marketing--gc-dmktv1&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-digital-marketing--gc-dmktv1&auth=Bls9Ty1GKN2%2Fu3Nv8IexUA&profile=_default&rank=24&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Advertising professional, Copywriter, Digital marketing consultant, Media buyer, Marketing manager, Media producer, Marketing specialist, Public relations professional",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Supply Chain Management,School of Management,"60,000", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-supply-chain-management-major-mcom--mjrp-sucmmv1&index_url=http%3A%2F%2Fcourse-pg-supply-chain-management-major-mcom--mjrp-sucmmv1&auth=kceNybCob6wpf79q61VUsw&profile=_default&rank=25&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Commodities manager, Logistics manager, Supply chain planner , Strategic sourcing manager",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,MGMT5012 (v.1) Operations Management,MGMT5013 (v.1) Global Distribution and Transportation,MATH5007 (v.1) Logistics Analytics,MGMT5003 (v.1) Culture and Ethics in Business,MGMT6018 (v.1) Supply Chain Quality Management,PROC6002 (v.1) Strategic Procurement,MGMT6019 (v.1) Supply Chain Planning and Design,MKTG5004 (v.1) Business Research Methods,ISYS5001 (v.1) Business Project Management,MGMT6016 (v.1) Strategic Supply Chain Management,"Corporate and operations strategies. Strategic role of operations and their management. Operations strategies for competitive advantage. Designing products, processes and services. Effective reliability and maintenance  management. Locating both manufacturing and service operations. Layout planning and manufacturing retail and service facilities. Labour planning and job design. Global competition and continuous improvement.","In this unit students will study transportation as part of the logistics process. Transport economic theory. Carriers: service, selection, pricing, freight and negotiation rates, liabilities, regulation and planning.  Modes of transportation and the Government's role. Intermodel transportation and systems: national and international. Transportation and Australia's economy. Trends in transportation technology. The goal of seamless transportation.","Resource allocation problems with linear and goal programming, distribution problems with transport and assignment models, introduction to decision theory and multiple criteria decision-making, risk analysis, introduction to modelling by simulation.","This unit examines some of the most pertinent cultural and ethical concerns of our contemporary society and investigates its impact on the modern business settings. The course is designed to be challenging and exciting for the postgraduate business students where the predominant pedagogical objective is to enhance your critical abilities to reflect upon the appropriateness of your own cultural and moral judgements and their influences over your business decision making and behaviour. In addition, the Unit will also introduce you to the world's indigenous cultures to broaden the scope of the ethical frames of references.","The emphasis on this unit is on the development of an understanding of quality management systems and tools. The role and importance of quality will be established. Technical skills and systems will be developed utilizing established frameworks to analyse, measure, and improve quality in a firm. The implementation of a management system is examined, going beyond the technical attributes of quality to the role of leadership and teams to ensure strong quality programs.","This unit covers strategy development, including planning and supply management strategies. Supply organisations and structures, including supply management policies. Sustainable supply chain, including sustainable sourcing, cost analysis and corporate social responsibility.",This unit emphasises the importance of long-term supply chain planning and design decisions. Analytic methodologies are explored and are used to overcome supply chain challenges with a focus on the strategic implementation and investment decisions. Students will be exposed to leading industrial process-driven perspectives and re-design of supply chain processes.,"This unit provides an introduction to research. It explores alternative research paradigms and philosophies. It develops skills in quantitative, qualitative and mixed methods research for business problems. The unit will assist the student to develop their critical thinking, decision making capabilities and skills in communicating solutions to business problems.","This unit provides a framework for project management, its context and processes. Students will study a range of topic areas including management of scope, time, cost, quality, communications and risk, as applied to business projects; team development; cost estimation techniques and tools; risk management; project resourcing, team member responsibility, accountability, and autonomy; Project management standards; accreditation and professional certification. Students will also learn and utilise contemporary project management software packages in the unit.","Students will identify, evaluate and describe the collaborative strategies among the various entities in a supply chain. Areas covered include reviewing the strategic role and characteristics of supply chain management in a regional and global context."
PG,Curtin University,Perth,Business Administration (Advanced),Faculty of Business and Law,"66,900", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-business-administration-advanced--mc-mbaadvv3&index_url=http%3A%2F%2Fcourse-pg-master-of-business-administration-advanced--mc-mbaadvv3&auth=mmBiMOoo7eRNew8O5GEwFA&profile=_default&rank=26&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Advanced Accounting,School of Accounting,"60,000", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-advanced-accounting-cpa-australia-extension-major-mcom--mjxp-aacpav1&index_url=http%3A%2F%2Fcourse-pg-advanced-accounting-cpa-australia-extension-major-mcom--mjxp-aacpav1&auth=%2FEEfGgAr1ED0AqbgSNj4xg&profile=_default&rank=27&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Accountant, Auditor, Corporate treasurer, Finance manager",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,ACCT5014 (v.1) Intermediate Corporate Accounting,ACCT5008 (v.2) Fundamentals of Data Analytics in Accounting,BLAW5016 (v.1) Fundamentals of Business and Corporations Law,ACCT5000 (v.1) Intermediate Management Accounting,ACCT5030 (v.1) CPA Financial Accounting,"ACCT5027 (v.2) Public Sector Accounting, Accountability and Policy",MKTG5004 (v.1) Business Research Methods,ACCT5029 (v.1) CPA Ethics and Governance,ACCT5019 (v.2) Contemporary Accounting Issues,ACCT5011 (v.2) Accounting Systems in the Digital Age,"This unit will examine a number of accounting issues relating to: accounting for share capital, debts and reserves; income taxes; presentation of financial statements and other disclosure requirements; cash flow statement; business combinations; group accounts; financial accounting theory and regulation and reporting environment. The unit requires both a theoretical and practical understanding of issues.","This unit introduces students to fundamental concepts of data and business analytics in the accounting context. On completion of this unit, students will be able to understand the concept of big data, data mining and data visualisation. Students will examine various topics in business analytics such as descriptive summary measures, probability, probability distributions, sampling and sampling distribution with reference to accounting knowledge. Students will also investigate the topics of estimation and hypothesis testing for a single and two accounting populations. Additional techniques of business analytics such as analysis of variance (ANOVA) and chi-square tests are also introduced in the unit. Students will analyse the relationship among accounting variables with linear regression techniques.","This unit introduces the Australian Legal System and then focuses on fundamental legal rules and regulations relating to Contract Law and Corporations Law. The unit covers basic principles of Contract Law with particular reference to business entities including the nature and legal consequences of contract, formation of contract, terms of a contract and capacity of parties; misleading conduct in contracts; discharge of contract and remedies for breach of contract. The unit will also examine business structures and provide an overview of basic Corporations Law including the formation of companies under Australian law and consequences of incorporation; company internal rules; management and contracting; corporate governance including membership, meetings and directors duties, members remedies, accounts and financial reporting and audit; and external administration of companies.","This unit covers introduction and cost terms. It includes job order costing, new costing methods, cost behaviour and planning. It also covers special decision making issues, the budgeting process, cost performance and reviews. Students will cover areas of responsibility accounting and transfer pricing, financial performance measures and multidimensional performance measures.","An exploration of the role of the accountant as financial analyst and adviser through the assessment of financial performance and position of entities, and the accountant's role in assessing and advising on the implications of accounting regulation on corporate reporting including current developments and their implications for financial reporting.","This unit explores the myriad issues impacting the structure, operations and reporting of the public sector as well as not-for-profit and government entities. An extensive coverage of governance, performance measurement, strategic planning, budgeting, financial accountability and reporting is conducted. As well, recent research on various aspects of public sector reporting and relevant theoretical frameworks are provided for your critical review.","This unit provides an introduction to research. It explores alternative research paradigms and philosophies. It develops skills in quantitative, qualitative and mixed methods research for business problems. The unit will assist the student to develop their critical thinking, decision making capabilities and skills in communicating solutions to business problems.","A major objective of this unit is to apply relevant knowledge, skills and exercise professional judgement in carrying out the role of the accountant relating to corporate governance issues facing organisations within the context of an overall ethical framework.","This unit will examine  current developments in financial accounting regulatory framework in Australia and across the globe, and analyse the nature of selected emerging issues in financial accounting at an advanced level.","To prepare students to work as professional accountants in an information technology (IT) environment, this unit covers the IT knowledge and competency requirements for accountants that are specified by the International Federation of Accountants (IFAC)."
PG,Curtin University,Perth,Finance and Investment Analytics,"School of Economics, Finance and Property","15,000", ,AUD,Year,6 months full-time,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-finance-and-investment-analytics--gc-fivanv1&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-finance-and-investment-analytics--gc-fivanv1&auth=xkGuVLPZ8xn8kGEoRZdtSA&profile=_default&rank=28&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Financial analyst, Financial investment adviser",Australia,Yes,Yes,,Yes,Yes,"Specifically, applicants require a bachelor degree (or equivalent) in a quantitative discipline, such as mathematics/statistics, computer science, engineering, economics or finance, or at least 5 years relevant work experience in a role requiring quantitative knowledge/skill. Applicants must also meet Curtin’s English language proficiency requirements.",,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Luxury Branding,School of Marketing,"15,000", ,AUD,Year,6 months full-time,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-luxury-branding--gc-luxbv1&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-luxury-branding--gc-luxbv1&auth=jZWreOdOPF%2BfWGVP5ewTyQ&profile=_default&rank=29&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+business-management-and-law+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Art and luxury consultant, Brand manager, Marketing consultant, Product manager",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
