Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks
PG,Curtin University,Perth,Architecture,School of Design and the Built Environment, , ,AUD,Year,2,Years, ,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-architecture-openunis--om-archv2&index_url=http%3A%2F%2Fcourse-pg-master-of-architecture-openunis--om-archv2&auth=59NT%2B2NTllD1vzChA9hkYQ&profile=_default&rank=4&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+architecture-and-construction+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"To check you meet the course entry requirement, visit Open Universities Australia. ", ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different."
PG,Curtin University,Perth,Development Planning,School of Design and the Built Environment, , ,AUD,Year,6 months full-time,Years, ,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-development-planning-openunis--oc-devplnv2&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-development-planning-openunis--oc-devplnv2&auth=qpCQWErihVUiWEqh8TD2%2FQ&profile=_default&rank=5&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+architecture-and-construction+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"To check you meet the course entry requirement, visit Open Universities Australia. ", ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different."
PG,Curtin University,Perth,Urban and Regional Planning,School of Design and the Built Environment, , ,AUD,Year,1,Years, ,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-urban-and-regional-planning-openunis--om-urplanv2&index_url=http%3A%2F%2Fcourse-pg-master-of-urban-and-regional-planning-openunis--om-urplanv2&auth=NWMXCEhg03OO%2FlFyhLVruw&profile=_default&rank=6&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+architecture-and-construction+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"To check you meet the course entry requirement, visit Open Universities Australia. ", ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different."
PG,Curtin University,Perth,Professional Writing and Publishing,"School of Media, Creative Arts and Social Inquiry", , ,AUD,Year, ,Years, ,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-professional-writing-and-publishing-stream-gcertarts--strp-pwritv1&index_url=http%3A%2F%2Fcourse-pg-professional-writing-and-publishing-stream-gcertarts--strp-pwritv1&auth=gcRi7dN6wnXEYYYq2LQWZA&profile=_default&rank=1&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"Improve your writing skills for corporate communications and editing roles in government, business and the not-for-profit sector.", ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different."
PG,Curtin University,Perth,Professional Writing and Publishing,"School of Media, Creative Arts and Social Inquiry","58,000", ,AUD,Year,2,Years,"Writing6.0, Speaking6.0, Reading6.0, Listening6.0, Overall band score6.5",,,IELTS band: 6.5,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-professional-writing-and-publishing-major-marts--mjrp-pwritv1&index_url=http%3A%2F%2Fcourse-pg-professional-writing-and-publishing-major-marts--mjrp-pwritv1&auth=HCgkak%2BZ1AgXpVJq6QQ5Kw&profile=_default&rank=2&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"Improve your writing skills for corporate communications and editing roles in government, business and the not-for-profit sector.",This course can help you become a:,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.
PG,Curtin University,Perth,Social and Cultural Inquiry,"School of Media, Creative Arts and Social Inquiry","58,000", ,AUD,Year,2,Years,"Writing6.0, Speaking6.0, Reading6.0, Listening6.0, Overall band score6.5",,,IELTS band: 6.5,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-social-and-cultural-inquiry-major-marts--mjrp-socuiv1&index_url=http%3A%2F%2Fcourse-pg-social-and-cultural-inquiry-major-marts--mjrp-socuiv1&auth=8VbcbFMtkgTvvWNBfWcMqQ&profile=_default&rank=3&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,Develop your investigative skills and encourage critical understanding of contemporary situations and technologies., ,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.
PG,Curtin University,Perth,Social and Cultural Inquiry,"School of Media, Creative Arts and Social Inquiry", , ,AUD,Year, ,Years, ,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-social-and-cultural-inquiry-stream-gcertarts--strp-socuiv1&index_url=http%3A%2F%2Fcourse-pg-social-and-cultural-inquiry-stream-gcertarts--strp-socuiv1&auth=3LbEIE06kVnPaZKvC9fc8g&profile=_default&rank=4&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,Develop your investigative skills and encourage critical understanding of contemporary situations and technologies., ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different."
PG,Curtin University,Perth,Screen Arts Major (MArts),"School of Media, Creative Arts and Social Inquiry","58,000", ,AUD,Year,2,Years, ,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-screen-arts-major-marts--mjrp-scrarv2&index_url=http%3A%2F%2Fcourse-pg-screen-arts-major-marts--mjrp-scrarv2&auth=27UBKiqJYIsJSrwQEzc3MQ&profile=_default&rank=5&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"Amplify your film and television career with advanced analytical, creative and practical production skills.","Multimedia Developer, Writer, Film, Stage and Television Director, Film and Television Editor, Broadcasting Technician, Sound Technician, Audiovisual Technician, Film and Television Camera Operator, Film and Television Lighting Operator, Film and Television Producer's Assistant, Director, Cinematographer, Editor, Production designer, Researcher, Media teacher.",Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different."
PG,Curtin University,Perth,Fine Art,"School of Media, Creative Arts and Social Inquiry","58,000", ,AUD,Year,2,Years,"Writing6.0, Speaking6.0, Reading6.0, Listening6.0, Overall band score6.5",,,IELTS band: 6.5,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-fine-art-major-marts--mjrp-finarv1&index_url=http%3A%2F%2Fcourse-pg-fine-art-major-marts--mjrp-finarv1&auth=AkO0GYU6dyhIYFXwum3wvQ&profile=_default&rank=6&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,Enhance your understanding of fine art and address the aesthetic and social needs of society.,This course can help you become a:,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.
PG,Curtin University,Perth,Creative Writing,"School of Media, Creative Arts and Social Inquiry","58,000", ,AUD,Year,2,Years,"Writing6.0, Speaking6.0, Reading6.0, Listening6.0, Overall band score6.5",,,IELTS band: 6.5,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-creative-writing-major-marts--mjrp-cwritv1&index_url=http%3A%2F%2Fcourse-pg-creative-writing-major-marts--mjrp-cwritv1&auth=hedO1CeuRaMoSZOdYpl93Q&profile=_default&rank=7&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"Strengthen your relationship with the written word across fiction, poetry, drama, and emerging and experimental genres.",This course can help you become a:,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.
PG,Curtin University,Perth,Arts,"School of Media, Creative Arts and Social Inquiry","14,800", ,AUD,Year,6 months full-time,Years,"Writing6.0, Speaking6.0, Reading6.0, Listening6.0, Overall band score6.5",,,IELTS band: 6.5,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-arts--gc-artsv2&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-arts--gc-artsv2&auth=tR5mxsfYlKG0rZGy6DfQJg&profile=_default&rank=8&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,Extend your skills in a creative discipline or add a new area of expertise to your repertoire.,"Artist, Arts administrator, Audio, broadcasting or theatre technician, Cinematographer, Copywriter, Curator, Digital content producer, Film, theatre or television director, Media liaison officer, Multimedia developer, Producer, Production manager, Publisher, Sociologist, Technical artist, Visualisation specialist",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.
PG,Curtin University,Perth,Journalism,"School of Media, Creative Arts and Social Inquiry","29,000", ,AUD,Year,1,Years,"Writing7.0, Speaking7.0, Reading6.5, Listening6.5, Overall band score7.0",,,IELTS band: 7.0,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-diploma-in-journalism--gd-jourlv1&index_url=http%3A%2F%2Fcourse-pg-graduate-diploma-in-journalism--gd-jourlv1&auth=V0f3J8IyOPDszwJdkRy%2B3g&profile=_default&rank=9&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,"Change to a journalism career and learn advanced research, production and publishing skills for contemporary media formats.",The future of journalism,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.
PG,Curtin University,Perth,Journalism,"School of Media, Creative Arts and Social Inquiry","14,500", ,AUD,Year,6 months full-time,Years,"Writing7.0, Speaking7.0, Reading6.5, Listening6.5, Overall band score7.0",,,IELTS band: 7.0,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-journalism--gc-jourlv1&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-journalism--gc-jourlv1&auth=CCXkPOz2Rx1CAihcZgC3Vg&profile=_default&rank=10&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,Add journalism skills to your professional repertoire and have the ability to share important stories.,The future of journalism,Australia,Yes,Yes,,Yes,Yes,"A bachelor degree or equivalent in an unrelated field from a recognised institution OR recent, relevant and extensive work experience. Candidates applying via this pathway will be considered on a case-by-case basis."
PG,Curtin University,Perth,Screen Arts,"School of Media, Creative Arts and Social Inquiry", , ,AUD,Year, ,Years, ,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-screen-arts-stream-gcert-arts--strp-scrarv1&index_url=http%3A%2F%2Fcourse-pg-screen-arts-stream-gcert-arts--strp-scrarv1&auth=niuIlqPso5QpMlDbZp9xRQ&profile=_default&rank=11&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+arts-and-creative-industries+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A,The Screen Arts stream is available in the Graduate Certificate in Arts course. It is designed for those seeking to develop an introductory understanding of creative writing., ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different."
