Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks
MST,University of Tasmania,Launceston,Master of Business Administration (Maritime and Logistics Management) (J7N),College of Sciences and Engineering,"50,078",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/j7n,English,A,"The Master of Business Administration (Maritime and Logistics Management) is designed to provide both existing and potential middle and senior managers with high level management knowledge and expertise in an international context. Besides applying business principles, such as management and finance to the maritime and logistics industries, a strategic perspective to international issues relating to ports and supply chains provides industry focused learning outcomes. With a focus on an applied approach to these critical industries, centred on a strategic and analytical thinking, a unique educational experience is provided. The degree aims to produce inter-culturally competent graduates who are able to contribute substantially to senior decision-making to maintain and enhance the sustainability of these industries.","The organisations connected with the maritime and logistics industries are very diverse, including for instance large private companies, entrepreneurial start-ups and government entities. The diversity creates many opportunities for your career progression, both globally and domestically. For example, the maritime industry includes ports, shipping companies, stevedores and tourism and the logistics industry encompasses warehousing, road freight, air freight, freight forwarding and distribution. Additionally, many organisations may have a primary focus on manufacturing or international business, which will necessitate that they have internal departments involved in logistics, supply chain management and international trade, creating more opportunities. With logistics the fastest growing industry globally, there are many possibilities for you to choose.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Launceston,Master of Business Administration (Advanced) (Maritime and Logistics Management) (27C),College of Sciences and Engineering,"72,141",,AUD,Year,2,Years,,,,,,,https://www.utas.edu.au/courses/27c,English,A,"The MBA(Advanced)(MLM) is designed to provide both existing and potential middle and senior managers with high level management knowledge and expertise in an international context. Besides applying business principles, such as management and finance to the maritime and logistics industries, a strategic perspective to international issues relating to ports and supply chains provides industry focused learning outcomes.  With a focus on an applied approach to these critical industries, centred on strategic and analytical thinking, a unique educational experience is provided.  The degree aims to produce inter-culturally competent graduates who are able to contribute substantially to senior decision-making to maintain and enhance the sustainability of these industries.","The organisations connected with the maritime and logistics industries are very diverse, including for instance large private companies, entrepreneurial start-ups and government entities. The diversity creates many opportunities for your career progression, both globally and domestically. For example, the maritime industry includes ports, shipping companies, stevedores and tourism and the logistics industry encompasses warehousing, road freight, air freight, freight forwarding and distribution. Additionally, many organisations may have a primary focus on manufacturing or international business, which will necessitate that they have internal departments involved in logistics, supply chain management and international trade, creating more opportunities. With logistics the fastest growing industry globally, there are many possibilities for you to choose.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Launceston,Master of Business Administration (Shipping and Maritime Management) (27F),College of Sciences and Engineering,"41,655",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/27f,English,A,"This course is designed to provide both existing and potential middle and senior managers with management knowledge and expertise, including its application to maritime industry operations. With the focus on an applied approach to this critical industry, centred on strategic and analytical thinking, a unique educational experience is provided.","The organisations connected with the maritime and logistics industries are very diverse, including for instance large private companies, entrepreneurial start-ups and government entities. The diversity creates many opportunities for your career progression, both globally and domestically. For example, the maritime industry includes ports, shipping companies, stevedores and tourism and the logistics industry encompasses warehousing, road freight, air freight, freight forwarding and distribution. Additionally, many organisations may have a primary focus on manufacturing or international business, which will necessitate that they have internal departments involved in logistics, supply chain management and international trade, creating more opportunities. With logistics the fastest growing industry globally, there are many possibilities for you to choose.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Finance (37K),College of Business & Economics,"54,554",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/37k,English,A,,"The Master of Finance will instill in students financial knowledge and skills that they can utilise throughout their future professional careers in the broader finance community both at the personal and institutional level including; financial planning, financial institutions, insurance, superannuation funds, not-for-profit organisations, government and local authorities as well as individuals.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Finance (Specialisation) (37M),College of Business & Economics,"73,158",,AUD,Year,2,Years,,,,,,,https://www.utas.edu.au/courses/37m,English,A,,"The MFinS will instill in students financial knowledge and skills that they can utilise throughout their future professional careers in the broader finance community both at the personal and institutional level including; financial planning, financial institutions, insurance, superannuation funds, not-for-profit organisations, government and local authorities as well as individuals.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Distance Sydney,Master of Health Information Management (37E),College of Business & Economics,,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/37e,English,A,Graduates from the Master of Health Information Management degree will have systematic and critical understanding of contemporary health information management and some specialised research skills for the advancement of professional practice.,"The Master of Health Information Management (MHIM) is designed for those interested in pursuing a significant management or administrative role in the private or public health sectors. Successful completion of the MHIM provides graduates with a substantial background in relevant health information management theory, research and practice that should enhance your ability to plan and manage successfully in an increasingly complex national and international sector, and within the framework of societal values.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Distance Sydney,Master of Health Service Management (C7O),College of Business & Economics,,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/c7o,English,A,The Master of Health Service Management Degree  aims to provide graduates with systematic and critical understanding of contemporary health service management and some specialised research skills for the advancement of professional practice.,"The MHSM is designed for those interested in pursuing a significant management or administrative role in the private or public health sectors. Successful completion of the MHSM provides graduates with a substantial background in relevant health service management theory, research and practice that should enhance their ability to plan and manage successfully in an increasingly complex national and international sector, and within the framework of societal values.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Marketing Management (37C),College of Business & Economics,"60,624",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/37c,English,A,"Our graduates are equipped and inspired to shape and respond to the opportunities and challenges of the future as accomplished communicators, highly regarded professionals and culturally competent citizens in local, national, and global society. Graduates acquire subject and multidisciplinary knowledge and skills and develop critical and creative literacies and skills of inquiry. Our graduates recognise and critically evaluate issues of social responsibility, ethical conduct and sustainability.","Marketing is at the centre of what makes any business successful, so it’s crucial for leaders in an organisation to know how and why it works. This advanced marketing degree will prepare you for mid to senior level roles in marketing management or general management.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Marketing Management (Advanced) (37F),College of Business & Economics,"80,281",,AUD,Year,2,Years,,,,,,,https://www.utas.edu.au/courses/37f,English,A,"Our graduates are equipped and inspired to shape and respond to the opportunities and challenges of the future as accomplished communicators, highly regarded professionals and culturally competent citizens in local, national, and global society. Graduates acquire subject and multidisciplinary knowledge and skills and develop critical and creative literacies and skills of inquiry. Our graduates recognise and critically evaluate issues of social responsibility, ethical conduct and sustainability.","Marketing is at the centre of what makes any business successful, so it’s crucial for leaders in an organisation to know how and why it works. This advanced marketing degree will prepare you for mid to senior level roles in marketing management or general management.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Professional Accounting (C7B),College of Business & Economics,"54,554",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/c7b,English,A,"The MPA is primarily designed for graduates with an undergraduate degree, from disciplines other than accounting, to develop skills to meet the entry requirements necessary for Associate Membership of the professional accounting bodies. You develop the skills to question and find solutions by applying your technical knowledge and ability to research authentic situations in the accounting context. You also learn to interact within diverse groups and communicate your findings to both accountants and non-accountants through the most appropriate method.","This course offers participants from different academic and experiential backgrounds the opportunity to specialise in accounting for professional recognition purposes. Accounting is often cited as the language of business. People with accounting skills are in high demand in the business and corporate world embracing areas such as finance, marketing, entrepreneurship, banking and information systems, and such skills are increasingly important to groups performing an overview function such as directors.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Professional Accounting (Specialisation) (C7D),College of Business & Economics,"73,158",,AUD,Year,2,Years,,,,,,,https://www.utas.edu.au/courses/c7d,English,A,"The MPAS is primarily designed for graduates with an undergraduate degree, from disciplines other than accounting, to develop skills to meet the entry requirements necessary for Associate Membership of the professional accounting bodies whilst also acquiring specialist skills in an area of their choice. You develop skills to question and find solutions by applying your technical knowledge and ability to research authentic situations in the accounting context plus a specialist area. You also learn to interact within diverse groups and communicate your findings to both accountants and non-accountants through the most appropriate method.","This course offers participants from different academic and experiential backgrounds the opportunity to specialise in accounting for professional recognition purposes. Accounting is often cited as the language of business. People with accounting skills are in high demand in the business and corporate world embracing areas such as finance, marketing, entrepreneurship, banking and information systems, and such skills are increasingly important to groups performing an overview function such as directors.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Commerce (C8C),,,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/c8c,English,A,,Master of Research degrees are internationally recognised research degrees.,Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Information Technology and Systems (K7I),College of Sciences and Engineering,"69,088",,AUD,Year,2,Years,,,,,,,https://www.utas.edu.au/courses/k7i,English,A,MITS graduates should be ICT professionals with the abilities and skills to:," This course is an effective means of opening up new career possibilities in a broad range of ICT fields. Graduates will have the knowledge and skills to solve complex social, economic and technical problems within the context of information and communication technology.  ",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Science (Computing) (S8M),,,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/s8m,English,A,,Master of Research degrees are internationally recognised research degrees.,Australia,Yes,Yes,,Yes,Yes,
GCERT,University of Tasmania,Distance Hobart,Graduate Certificate in Dementia (M5X),"<p><strong>Be at the forefront of innovation to address dementia, the major health and social issue of the 21<sup>st</sup> century</strong></p><p><strong> </strong></p><p>The Master of Dementia Program (offering a Graduate Certificate in Dementia; Graduate Diploma of Dementia and Master of Dementia) is aimed at graduates and professionals currently working within or building their expertise in, any field related to dementia. It is built on the perspectives of individuals, families, communities, health care systems and governments, as well as the neurobiology of dementia, including pathology, biomarkers and therapeutics.</p><p><strong>Course objectives</strong></p><p>The rising prevalence of dementia is creating new challenges and a pressing need for change in the way our systems and practices support people who live with dementia. This program will equip you with the expertise to lead transformation, based on the latest evidence.</p><p>Course information:</p><ul type=""disc""><li>Fully online and flexible with modular content suitable for a wide variety of study approaches</li><li>Easy to navigate and accessible across a range of devices</li><li>Personal perspectives highlighted in assessments linking acquired knowledge to individual contexts.</li><li>Relevant and up-to-date course information</li></ul><p><strong>The Wicking Dementia Centre</strong></p><p><a href=""https://www.utas.edu.au/wicking"">The Wicking Dementia Research and Education Centre</a> is at the forefront of translational research of relevance to people with dementia and their carers, and provides a range of innovative educational programs on dementia. The Wicking Dementia Centre undertakes multidisciplinary research around three main themes &ndash; the <strong>Care, Cause and Prevention</strong> of Dementia. Educational programs are closely interlinked with the Centre&rsquo;s research programs.</p><p>The Wicking Dementia Centre, a flagship of the University's&nbsp;<a href=""https://www.utas.edu.au/health"">College of Health and Medicine</a>, was established in 2008 and is core-funded by the&nbsp;<a href=""http://www.eqt.com.au/charities-and-not-for-profits/grants/jo-and-jr-wicking-trust"">J.O. &amp; J.R. Wicking Trust</a> (managed by&nbsp;<a href=""http://eqt.com.au"">Equity Trustees</a>) with significant contributions from the University of Tasmania.</p>","6,000",,AUD,Year,0.5,Year,,,,,,,https://www.utas.edu.au/courses/m5x,English,A,,"The Master of Dementia program provides students with an in-depth understanding of dementia and its impact on individuals, societies and governments. Graduates will possess the skills and critical faculties to identify and evaluate primary evidence, international practices and appropriate resources to inform their professional and personal dealings in meeting and anticipating the needs of people with dementia. As expectations increase around quality of care, and decision making, affecting people living with dementia, a variety of opportunities may become available for those with advanced studies in dementia. Refer to the specific units available at each exit point for further details.",Australia,Yes,Yes,,Yes,Yes,
GDIP,University of Tasmania,Distance Hobart,Graduate Diploma of Dementia (M6X),"<p><strong>Be at the forefront of innovation to address dementia, the major health and social issue of the 21<sup>st</sup> century</strong></p><p><strong> </strong></p><p>The Master of Dementia Program (offering a Graduate Certificate in Dementia; Graduate Diploma of Dementia and Master of Dementia) is aimed at graduates and professionals currently working within or building their expertise in, any field related to dementia. It is built on the perspectives of individuals, families, communities, health care systems and governments, as well as the neurobiology of dementia, including pathology, biomarkers and therapeutics.</p><p><strong>Course objectives</strong></p><p>The rising prevalence of dementia is creating new challenges and a pressing need for change in the way our systems and practices support people who live with dementia. This program will equip you with the expertise to lead transformation, based on the latest evidence.</p><p>Course information:</p><ul type=""disc""><li>Fully online and flexible with modular content suitable for a wide variety of study approaches</li><li>Easy to navigate and accessible across a range of devices</li><li>Personal perspectives highlighted in assessments linking acquired knowledge to individual contexts.</li><li>Relevant and up-to-date course information</li></ul><p><strong>The Wicking Dementia Centre</strong></p><p><a href=""https://www.utas.edu.au/wicking"">The Wicking Dementia Research and Education Centre</a> is at the forefront of translational research of relevance to people with dementia and their carers, and provides a range of innovative educational programs on dementia. The Wicking Dementia Centre undertakes multidisciplinary research around three main themes &ndash; the <strong>Care, Cause and Prevention</strong> of Dementia. Educational programs are closely interlinked with the Centre&rsquo;s research programs.</p><p>The Wicking Dementia Centre, a flagship of the University's&nbsp;<a href=""//www.utas.edu.au/health"">College of Health and Medicine</a>, was established in 2008 and is core-funded by the&nbsp;<a href=""//www.eqt.com.au/charities-and-not-for-profits/grants/jo-and-jr-wicking-trust"">J.O. &amp; J.R. Wicking Trust</a> (managed by&nbsp;<a href=""//eqt.com.au"">Equity Trustees</a>) with significant contributions from the University of Tasmania.</p>","12,000",,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/m6x,English,A,,"The Master of Dementia program provides students with an in-depth understanding of dementia and its impact on individuals, societies and governments. Graduates will possess the skills and critical faculties to identify and evaluate primary evidence, international practices and appropriate resources to inform their professional and personal dealings in meeting and anticipating the needs of people with dementia. As expectations increase around quality of care, and decision making, affecting people living with dementia, a variety of opportunities may become available for those with advanced studies in dementia. Refer to the specific units available at each exit point for further details.",Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Distance Hobart,Master of Dementia (M7X),"<p><strong>Be at the forefront of innovation to address dementia, the major health and social issue of the 21<sup>st</sup> century</strong></p><p><strong> </strong></p><p>The Master of Dementia Program (offering a Graduate Certificate in Dementia; Graduate Diploma of Dementia and Master of Dementia) is aimed at graduates and professionals currently working within or building their expertise in, any field related to dementia. It is built on the perspectives of individuals, families, communities, health care systems and governments, as well as the neurobiology of dementia, including pathology, biomarkers and therapeutics.</p><p><strong>Course objectives</strong></p><p>The rising prevalence of dementia is creating new challenges and a pressing need for change in the way our systems and practices support people who live with dementia. This program will equip you with the expertise to lead transformation, based on the latest evidence.</p><p>Course information:</p><ul type=""disc""><li>Fully online and flexible with modular content suitable for a wide variety of study approaches</li><li>Easy to navigate and accessible across a range of devices</li><li>Personal perspectives highlighted in assessments linking acquired knowledge to individual contexts.</li><li>Relevant and up-to-date course information</li></ul><p><strong>The Wicking Dementia Centre</strong></p><p><a href=""https://www.utas.edu.au/wicking"">The Wicking Dementia Research and Education Centre</a> is at the forefront of translational research of relevance to people with dementia and their carers, and provides a range of innovative educational programs on dementia. The Wicking Dementia Centre undertakes multidisciplinary research around three main themes &ndash; the <strong>Care, Cause and Prevention</strong> of Dementia. Educational programs are closely interlinked with the Centre&rsquo;s research programs.</p><p>The Wicking Dementia Centre, a flagship of the University's&nbsp;<a href=""https://www.utas.edu.au/health"">College of Health and Medicine</a>, was established in 2008 and is core-funded by the&nbsp;<a href=""http://www.eqt.com.au/charities-and-not-for-profits/grants/jo-and-jr-wicking-trust"">J.O. &amp; J.R. Wicking Trust</a> (managed by&nbsp;<a href=""http://eqt.com.au"">Equity Trustees</a>) with significant contributions from the University of Tasmania.</p><p><img src=""https://courses.its.utas.edu.au/__data/assets/image/0011/226793/MDEM.jpg"" alt="""" width=""385"" height=""268"" /></p>","18,210",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/m7x,English,A,,"The Master of Dementia program provides students with an in-depth understanding of dementia and its impact on individuals, societies and governments. Graduates will possess the skills and critical faculties to identify and evaluate primary evidence, international practices and appropriate resources to inform their professional and personal dealings in meeting and anticipating the needs of people with dementia. As expectations increase around quality of care, and decision making, affecting people living with dementia, a variety of opportunities may become available for those with advanced studies in dementia. Refer to the specific units available at each exit point for further details.",Australia,Yes,Yes,,Yes,Yes,
GCERT,University of Tasmania,Distance Launceston,Graduate Certificate of Education (E5E),"College of Arts, Law and Education","15,475",,AUD,Year,0.5,Year,,,,,,,https://www.utas.edu.au/courses/e5e,English,A,"This degree is designed to provide postgraduate level coursework for professionals who are associated with the practice of education. It is intended to enable competent, experienced professionals to broaden, deepen, update and integrate knowledge in an area of interest and/or expertise.",,Australia,Yes,Yes,,Yes,Yes,
GCERT,University of Tasmania,Hobart,Graduate Certificate in Education (Mathematics Education) (E5Q),"College of Arts, Law and Education","15,475",,AUD,Year,0.5,Year,,,,,,,https://www.utas.edu.au/courses/e5q,English,A,,,Australia,Yes,Yes,,Yes,Yes,
GCERT,University of Tasmania,Distance Launceston,Graduate Certificate in Education (Specialisation) (E5R),"College of Arts, Law and Education","15,475",,AUD,Year,0.5,Year,,,,,,,https://www.utas.edu.au/courses/e5r,English,A,,,Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Distance Launceston,Master of Education (E7H),"College of Arts, Law and Education","46,967",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/e7h,English,A,"Upon completion of the M.Ed, graduates will be able to:",,Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Education (Mathematics Education) (E7L),"College of Arts, Law and Education",,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/e7l,English,A,,,Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Education (Science Education) (E7K),"College of Arts, Law and Education",,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/e7k,English,A,,,Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Distance Launceston,Master of Education (Specialisation) (E7R),"College of Arts, Law and Education","46,967",,AUD,Year,1.5,Years,,,,,,,https://www.utas.edu.au/courses/e7r,English,A,,,Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Teaching (E7G),"College of Arts, Law and Education","62,983",,AUD,Year,2,Years,,,,,,,https://www.utas.edu.au/courses/e7g,English,A,"Students who undertake the Master of Teaching pre-service teacher education course will graduate with a professional qualification and preparation that meets national expectations and standards and makes them favoured for recruitment in systems throughout Tasmania and Australia. Through experiencing an internationalised curriculum our students will graduate with a global perspective and an enhanced capacity to teach overseas and experience the world whilst working. The program is informed by core theoretical knowledge, evidence-based practice and underpinned by a strong theory-practice nexus enacted in collaboration with appropriate employing authorities.",Graduates of Master of Teaching are deemed to be qualified to teach in public and private sector schools in all states and territories of Australia by the Australian Institute for Teaching and School Leadership.,Australia,Yes,Yes,,Yes,Yes,
MST,University of Tasmania,Hobart,Master of Education (E8A),,,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/e8a,English,A,,Master of Research degrees are internationally recognised research degrees.,Australia,Yes,Yes,,Yes,Yes,
GCERT,University of Tasmania,Launceston,Graduate Certificate in Maritime Engineering (Naval Engineering) (J5Z1),College of Sciences and Engineering,"16,000",,AUD,Year,0.5,Year,,,,,,,https://www.utas.edu.au/courses/j5z1,English,A,The National Centre for Maritime Engineering and Hydrodynamics' postgraduate Maritime Engineering programmes provide engineering graduates with in-depth exposure to a wide range of subjects relevant to the development and procurement of marine systems.,"All programmes lead on to greater employment opportunities, and via articulation to coursework Masters, higher degree study opportunities through industry-relevant research projects.",Australia,Yes,Yes,,Yes,Yes,
