Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE
BA,TAFE SA,Tonsley,Associate Degree in Electrical Engineering /Bachelor of Engineering (Honours) (Electrical and Electronic) - University of Adelaide Pathway,Building and Construction,"$24,871",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP10019.aspx?S=HIGHED&Y=2021,English,A,"Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The electrical industry is one of South Australia’s major employers and one of the State’s growth areas.","Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The Associate Degree in Electrical Engineering was developed by TAFE SA to respond to the workforce development needs of the electrical industry in South Australia. The electrical industry is one of South Australia’s major employers – and one of the State’s growth areas. The employment opportunities for the graduates of this course are in a range of industries, including electricity generation and distribution, production line processing, mining and other industrial and commercial industries. Your work may involve overseeing the condition of electrical equipment, maintain and commissioning electrical equipment or work alongside engineers to design and prototype advanced electrical technology.",Australia,Yes,Yes,,Yes,Yes,Certificate III or higher in an Engineering related area,Normal,No
,TAFE SA,,Advanced PLCs,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T082058886.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Basic Programmable Logic Controllers (PLC 1),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T789821420.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Data Communications - ACMA 'Open' Cabling Provider – Skill Set UEESS00048,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T428863269.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Low Voltage Rescue and Resuscitation (LVR/CPR),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T612030940.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Solar Accreditation Training - Grid Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739743206.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Solar Accreditation Training - Grid Install,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739724494.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Solar Accreditation Training - Grid Install and Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739619062.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Solar Accreditation Training - Grid with Battery Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739925097.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Solar Accreditation Training - Grid with Battery Install,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739905521.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Solar Accreditation Training - Grid with Battery Install & Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T739873917.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Solar Accreditation Training - Stand Alone Power System Install & Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T740842584.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Test and Tag (Accredited) - Conduct in-service safety testing of electrical cord connected equipment and cord assemblies,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T762700343.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Wiring Rules (Single Phase Installation Testing),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T500319369.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Wiring Rules Refresher - AS3000 2018 Update,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T912179522.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,,Certificate III in Electrotechnology Electrician,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00422.aspx?S=APP&Y=2021,English,A,"This course covers the basic requirement to register as an Electrical Worker in South Australia. Over a 4-year duration, you will learn how to select, install, set up, test, fault find, repair and maintain electrical systems and equipment. The course covers Electrical Regulatory Authorities Council (ERAC) requirements for an electrician’s licence. Enrolment in this course requires a Contract of Training, which outlines the training agreement between the host employer and apprentice. This can be arranged through a registered Australian Apprenticeship Support Network (AASN) provider. A list of AASN providers can be found via the Australian Apprenticeships website www.australianapprenticeships.gov.au/.","Apprentices will learn how to select, install, set up, test, fault find, repair and maintain electrical systems and equipment in buildings. The courses covers Electrical Regulatory Authorities Council (ERAC) requirements for an electrician’s licence.",Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No
CERTIII,TAFE SA,,Certificate III in Instrumentation and Control,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00423.aspx?S=APP&Y=2021,English,A,"Apprentices will learn how to select, install, set up, test, fault find, repair and maintain systems and devices for measurement and recording of physical/chemical phenomenon and related process control.","Graduates can be employed as qualified instrument tradespeople and work in the area of oil and gas, process, utilities, mining and manufacturing.",Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No
,TAFE SA,,Associate Degree in Electrical Engineering,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_AC00079.aspx?S=INT&Y=2021,English,A,"Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The electrical industry is one of South Australia’s major employers and one of the State’s growth areas.","Electrical Engineering deals with the generation, distribution, and use of electric power. This includes generators, motors, transformers, batteries and renewable energy systems. The Associate Degree in Electrical Engineering was developed by TAFE SA to respond to the workforce development needs of the electrical industry in South Australia. The electrical industry is one of South Australia’s major employers – and one of the State’s growth areas. The employment opportunities for the graduates of this course are in a range of industries, including electricity generation and distribution, production line processing, mining and other industrial and commercial industries. Your work may involve overseeing the condition of electrical equipment, maintain and commissioning electrical equipment or work alongside engineers to design and prototype advanced electrical technology.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTII,TAFE SA,Elizabeth,Certificate II in Plumbing (Pre-apprenticeship),Building and Construction,"$8,979",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_AC00102.aspx?S=AWD&Y=2021,English,A,"This course will provide you with the practical skills and knowledge to work effectively in the plumbing and services sector and will prepare you for a pathway to an apprenticeship.
This course is strongly supported by employers including Group Apprenticeship Schemes.  
You will learn about safe work practices, how to use plumbing pipes, fittings and fixtures to simulate plumbing installations, basic sheet metal practices and basic oxy-acetylene welding and cutting.",This course will prepare graduates with the skills and knowledge for entry into an apprenticeship (Certificate III in Plumbing) in one of the various sectors of the plumbing industry.,Australia,Yes,Yes,,Yes,Yes,"
Completion of the Core Skills Profile for Adults (CSPA)
",Normal,No
CERTIII,TAFE SA,Tonsley,Certificate III in Water Industry Operations (Networks),Building and Construction,"$5,585 -
                          $8,395",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01027.aspx?S=AWD&Y=2021,English,A,"Learn the skills to perform various activities in the water industry, focusing on the maintenance of bulk water infrastructure and distribution systems. The networks specialisation covers the skills required to assist in network operations.",Employment in maintaining source water or network infrastructure for water utilities or  local government.,Australia,Yes,Yes,,Yes,Yes,You must be working in a related industry and will be required to provide evidence of this before an offer is made,Normal,No
CERTIII,TAFE SA,Tonsley,Certificate III in Water Industry Treatment (Drinking water),Building and Construction,"$5,658 -
                          $8,213",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01029.aspx?S=AWD&Y=2021,English,A,"Learn the skills and knowledge to develop pathways and opportunities in the water industry. You will develop the technical skills, obtain the underpinning knowledge and apply these skills to water treatment processes.",This general qualification reflects the skills required to conduct treatment for drinking water.,Australia,Yes,Yes,,Yes,Yes,You must be working in a related industry and will be required to provide evidence of this before an offer is made,Normal,No
CERTIII,TAFE SA,Tonsley,Certificate III in Water Industry Treatment (Wastewater),Building and Construction,"$6,023 -
                          $8,030",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01030.aspx?S=AWD&Y=2021,English,A,"Learn the skills and knowledge to develop pathways and opportunities in the wastewater industry. Develop technical skills, obtain underpinning knowledge and apply these skills to wastewater treatment processes.",This general qualification reflects the skills required to conduct treatment for wastewater and recycled water.,Australia,Yes,Yes,,Yes,Yes,You must be working in a related industry and will be required to provide evidence of this before an offer is made,Normal,No
CERTI,TAFE SA,Tonsley,Certificate IV in Plumbing and Services (Hydraulic Services Design),Building and Construction,"$8,596 -
                          $20,513",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00770.aspx?S=AWD&Y=2021,English,A,"This course provides the skills and knowledge to design plumbing systems in industry. These skills are for the design of plumbing systems to domestic, commercial and multi-storey buildings including heated and cold water, roofing and guttering and stormwater drainage systems.",This course provides an outcome for specialist plumbing services tradespersons and operators seeking to add to their technical skills.,Australia,Yes,Yes,,Yes,Yes,Be currently employed as a consultant in hydraulics and provide evidence of this before an offer can be made OR,Normal,No
