Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks
GDIP,The University of Adelaide,Adelaide,Graduate Diploma in Media (Strategic Communication),"Faculty of Arts, Languages, and Social Sciences","37,500.0",,AUD,Year,1,Year,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/gdms_gdmedsc.html,English,A,"Conducted over one year full-time, the degree will prepare you to take on significant responsibility in strategic communication planning, management and execution. You will graduate with enhanced skills in:","Market Research Analyst,Market Researcher,Marketing Planner,Communications Advisor,Communications Analyst,Strategist,Wine Marketing,Digital Marketer,Digital Strategist,Marketer / Marketing Manager,Marketing Associate,Marketing Officer,PR Advisor,PR Manager,Social Media Influencer,Social Media Manager,Social Media Strategist",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Arts,"Faculty of Arts, Languages, and Social Sciences","74,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/marts_marts.html,English,A,The program currently offers specialisations in:,"Accompanist,Administrative Assistant,Band Musician,Ministerial Adviser,Music Journalist / Music Critic,Music Teacher,Musician,Natural Resource Planner,Classroom Music Teacher,Non Government Organisation Worker,Parliamentary Adviser,Policy Adviser,Political Adviser,Public Servant,Environmental Consultant,Environmental Economist,Environmental Management,Environmental Project Officer,Resource Management,Foreign Affairs,Foreign Aid Worker,Intelligence Officer,...",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Arts (Curatorial & Museum Studies),"Faculty of Arts, Languages, and Social Sciences","74,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/macms_macmusst.html,English,A,Where could it take you?/nMaster of Arts (Studies in Art History)Graduate Diploma in Art HistoryGraduate Certificate in Art History,"Art Gallery Education Officer,Art Historian,Curator",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,"Master of Arts (Interpreting, Translation and Transcultural Communication)","Faculty of Arts, Languages, and Social Sciences","74,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/maitt_martittc.html,English,A,"In our Master of Arts (Interpreting, Translation and Transcultural Communication) you’ll:","Linguist,Communications Officer,Public Relations Officer,Public Servant,Education Coordinator,Education Officer,Education Officer / Educator,Electronic Publisher,Social Media Strategist,Foreign Affairs,Tourism,Translator,Information Officer,Interpreter / Translator",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Arts (Studies in Art History),"Faculty of Arts, Languages, and Social Sciences","74,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/maah_mastarth.html,English,A,Our Master of Arts (Studies in Art History) includes supervision by research-active art historians. You will:/nMaster of Arts (Curatorial and Museum Studies)Graduate Diploma in Art HistoryGraduate Certificate in Art History,"Arts Management,Art Gallery Education Officer,Art Historian,Artist,Arts Administrator,Arts Educator,Curator",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Environmental Policy and Management,"Faculty of Arts, Languages, and Social Sciences","74,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/menpm_menvp&mgt.html,English,A,Our Master of Environmental Policy and Management addresses how the signature environmental issues of our time are to be managed. You will:,"Parks Management,Conservationist,Land Resources and Land Care,Natural Resource Manager,Natural Resource Planner,Catchment Management,Climate and Ecosystem Modeller,Conservation Officer,Corporate Policy Advisor,Corporate Sustainability Professional,Science Communicators,Environment Protection Officer,Environmental Compliance Officer,Environmental Economist,Fisheries and Marine Officer,Strategic Planning Officer,Sustainability Manager,Forester,Government Policy Advisor,Green Design Professional,Policy Adviser,Project Officer,...",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Immersive Media Technologies,"Faculty of Arts, Languages, and Social Sciences","75,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/mimt_mimedtech.html,English,A,"The degree is completed over 18 months to two years full-time, depending on your previous qualifications. It emphasises both the creative and technical elements required for success in the immersive media industry—including the entrepreneurial foundations of leadership.","3D Animator,Animator,Gaming Programmer,VR Developer,XR Developer/Lead Developer,XR Digital Asset Manager,XR Human-Computer Interaction Designer,XR Narrative Specialist,XR Project Manager,XR Research Engineer,XR User Experience Specialist",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of International Security,"Faculty of Arts, Languages, and Social Sciences","74,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/minse_mintsec.html,English,A,"Studied over two years full-time, the degree will equip you with the specialist knowledge, awareness and skills to diagnose emergent cross-border security challenges and produce sustainable policy or practice solutions.","Risk Analyst,Strategic Analyst,Information Management Officer,Business Analyst,Policy Adviser,Corporate Policy Advisor,Management Analyst,Business Consultant,Business Data Analyst,Non Government Organisation Worker,Consultant,Political Adviser,Political Analyst,Cyber Intelligence Expert,Diplomat,Diplomatic corps,Telecommunications Analyst,Government or Corporate Policy Adviser,Intelligence Officer,International Aid Agency Employee,International Government and Trade Policy Adviser,International Trade or Business Analyst...",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Media (Strategic Communication),"Faculty of Arts, Languages, and Social Sciences","75,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/mmesc_mmesc.html,English,A,"Conducted over two years full-time (or 1.5 years for students with a Bachelor in Media, Communications or other relevant field), our new Master of Media (Strategic Communication) will equip you to lead strategic communication planning, management and execution across all key channels: digital and social media, TV, radio and press.","PR Advisor,Communications Advisor,Wine Marketing,Digital Marketer,Market Research Analyst,Market Researcher,Marketer / Marketing Manager,Marketing Associate,Marketing Planner,Strategist,Communications Analyst,Digital Strategist,Social Media Manager,Social Media Strategist",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
VOC,The University of Adelaide,Adelaide,Professional Certificate in Environmental Policy and Management,"Faculty of Arts, Languages, and Social Sciences",,,AUD,Year,6,Months,,,,,,,https://www.adelaide.edu.au//degree-finder/2021/pcepm_pcenvp&m.html,English,A,Our Professional Certificate in Environmental Policy and Management provides a six-month fast track to making a real difference. You will:,"Land Resources and Land Care,Natural Resource Manager,Natural Resource Planner,Catchment Management,Climate and Ecosystem Modeller,Conservation Officer,Corporate Policy Advisor,Corporate Sustainability Professional,Science Communicators,Environment Protection Officer,Environmental Compliance Officer,Environmental Economist,Fisheries and Marine Officer,Strategic Planning Officer,Sustainability Manager,Forester,Government Policy Advisor,Green Design Professional,Parks Management,Conservationist,Policy Adviser,Environmental Consultant,...",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
GCERT,The University of Adelaide,Adelaide,Graduate Certificate in Education,"Faculty of Arts, Languages, and Social Sciences","109,500.0",,AUD,Year,6,Months,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/gced_gceduc.html,English,A,You can complete the Graduate Certificate in Education face-to-face or online.,,Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
GCERT,The University of Adelaide,Adelaide,Graduate Certificate in Music Teaching,"Faculty of Arts, Languages, and Social Sciences",,,AUD,Year,6,Months,,,,,,,https://www.adelaide.edu.au//degree-finder/2021/gcmt_gcmusteach.html,English,A,"Note: This program is only offered on a part-time basis, usually over one year.",,Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
GDIP,The University of Adelaide,Adelaide,Graduate Diploma in Education Studies,"Faculty of Arts, Languages, and Social Sciences","36,500.0",,AUD,Year,1,Year,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/gdes_gdeducst.html,English,A,,,Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Education,"Faculty of Arts, Languages, and Social Sciences","73,000.0",,AUD,Year,2,Years,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/meduc_meduc.html,English,A,We offer six areas of specialisation:,"Policy Adviser,Policy Developer,Manager / Business Management",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
MST,The University of Adelaide,Adelaide,Master of Teaching (Middle and Secondary),"Faculty of Arts, Languages, and Social Sciences","78,000.0",,AUD,Year,2,Years,,,IELTS,,,7,https://www.adelaide.edu.au//degree-finder/2021/mtms_mteachm&s.html,English,A,Where could it take you?,"Education Coordinator,Education Officer / Educator,School Services Officer,Science Educators,Health Educator,Teacher",Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
VOC,The University of Adelaide,Adelaide,Professional Certificate in Education,"Faculty of Arts, Languages, and Social Sciences","54,750.0",,AUD,Year,6,Months,,,IELTS,,,6.5,https://www.adelaide.edu.au//degree-finder/2021/pced_pceduc.html,English,A,,,Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
GCERT,The University of Adelaide,Adelaide,Graduate Certificate in Music Teaching,"Faculty of Arts, Languages, and Social Sciences",,,AUD,Year,6,Months,,,,,,,https://www.adelaide.edu.au//degree-finder/2021/gcmt_gcmusteach.html,English,A,"Note: This program is only offered on a part-time basis, usually over one year.",,Australia,Yes,Yes,,Yes,Yes,"For those who are based in Adelaide, we will be offering a blended delivery mode that combines face-to-face with remote learning in as many courses as possible, taking into consideration social distancing and hygiene. All lectures will continue to be delivered online for the remainder of the year, with some exceptions.
For our students who are studying offshore for the remainder of the 2020 Academic Year, the University will continue to offer high-quality access to the learning resources remotely. This includes all lectures, tutorials and other support material. Students will be advised in advance if there are course components that cannot be provided in remote mode and, wherever possible, offered alternative courses."
